Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
snav_dcontact28,short_navigation_form,,text,Duration of contact:,,minutes,integer,,,,[snav_contact28] = '1',y,,,,,
snav_tcontact28,short_navigation_form,,radio,Type of Contact:,"1, Attempt (no contact) | 2, left Voicemail | 3, Text | 4, Spoke on phone | 5, Email | 6, Letter | 7, In person - field site | 8, In person - off site | 9, Other",,,,,,[snav_contact28] = '1',y,,,,,
snav_tcontact_other28,short_navigation_form,,text,"If Other, please specify:",,,,,,,[snav_tcontact28] = '9',y,,,,,
snav_content28,short_navigation_form,,checkbox,Content.<br>(check all that apply),"1, Appt. rescheduling | 2, Appt. reminder | 3, Provide crisis intervention | 4, Provide general HIV education | 5, Provide info about HIV meds | 6, Provide psychoeducation | 7, Relationship building | 8, Refer/ make appt. for HIV medical care | 9, Refer/ make appt. for non-HIV medical care | 10, Refer/ make appt. for social services | 11, Refer/ make appt. for SU treatment | 12, Refer/ make appt. for MH treatment | 13, Refer/ make appt. for educational or employment opportunities | 14, Collateral contact | 15, Accompany client to appt. | 16, Other",,,,,,[snav_contact28] = '1',y,,,,,
snav_content_other28,short_navigation_form,,text,"If Other, please specify:",,,,,,,[snav_content28(16)] =  '1',y,,,,,
snav_notes28,short_navigation_form,,notes,Notes:,,,,,,,[snav_contact28] = '1',y,,,,,
snav_contact29,short_navigation_form,<h4>Contact #29:</h4> Complete for every contact or attempted contact with participant.,radio,Contact with Participant,"0, No | 1, Yes",,,,,,,y,,,,,@DEFAULT = '0'
snav_date29,short_navigation_form,,text,Date of contact.,,,date_mdy,,,,[snav_contact29] = '1',y,,,,,
snav_staff_initials29,short_navigation_form,,text,Staff Initials.,,,alpha_only,,,,[snav_contact29] = '1',y,,,,,
snav_dcontact29,short_navigation_form,,text,Duration of contact:,,minutes,integer,,,,[snav_contact29] = '1',y,,,,,
snav_tcontact29,short_navigation_form,,radio,Type of Contact:,"1, Attempt (no contact) | 2, left Voicemail | 3, Text | 4, Spoke on phone | 5, Email | 6, Letter | 7, In person - field site | 8, In person - off site | 9, Other",,,,,,[snav_contact29] = '1',y,,,,,
snav_tcontact_other29,short_navigation_form,,text,"If Other, please specify:",,,,,,,[snav_tcontact29] = '9',y,,,,,
snav_content29,short_navigation_form,,checkbox,Content.<br>(check all that apply),"1, Appt. rescheduling | 2, Appt. reminder | 3, Provide crisis intervention | 4, Provide general HIV education | 5, Provide info about HIV meds | 6, Provide psychoeducation | 7, Relationship building | 8, Refer/ make appt. for HIV medical care | 9, Refer/ make appt. for non-HIV medical care | 10, Refer/ make appt. for social services | 11, Refer/ make appt. for SU treatment | 12, Refer/ make appt. for MH treatment | 13, Refer/ make appt. for educational or employment opportunities | 14, Collateral contact | 15, Accompany client to appt. | 16, Other",,,,,,[snav_contact29] = '1',y,,,,,
snav_content_other29,short_navigation_form,,text,"If Other, please specify:",,,,,,,[snav_content29(16)] =  '1',y,,,,,
snav_notes29,short_navigation_form,,notes,Notes:,,,,,,,[snav_contact29] = '1',y,,,,,
snav_contact30,short_navigation_form,<h4>Contact #30:</h4> Complete for every contact or attempted contact with participant.,radio,Contact with Participant,"0, No | 1, Yes",,,,,,,y,,,,,@DEFAULT = '0'
snav_date30,short_navigation_form,,text,Date of contact.,,,date_mdy,,,,[snav_contact30] = '1',y,,,,,
snav_staff_initials30,short_navigation_form,,text,Staff Initials.,,,alpha_only,,,,[snav_contact30] = '1',y,,,,,
snav_dcontact30,short_navigation_form,,text,Duration of contact:,,minutes,integer,,,,[snav_contact30] = '1',y,,,,,
snav_tcontact30,short_navigation_form,,radio,Type of Contact:,"1, Attempt (no contact) | 2, left Voicemail | 3, Text | 4, Spoke on phone | 5, Email | 6, Letter | 7, In person - field site | 8, In person - off site | 9, Other",,,,,,[snav_contact30] = '1',y,,,,,
snav_tcontact_other30,short_navigation_form,,text,"If Other, please specify:",,,,,,,[snav_tcontact30] = '9',y,,,,,
snav_content30,short_navigation_form,,checkbox,Content.<br>(check all that apply),"1, Appt. rescheduling | 2, Appt. reminder | 3, Provide crisis intervention | 4, Provide general HIV education | 5, Provide info about HIV meds | 6, Provide psychoeducation | 7, Relationship building | 8, Refer/ make appt. for HIV medical care | 9, Refer/ make appt. for non-HIV medical care | 10, Refer/ make appt. for social services | 11, Refer/ make appt. for SU treatment | 12, Refer/ make appt. for MH treatment | 13, Refer/ make appt. for educational or employment opportunities | 14, Collateral contact | 15, Accompany client to appt. | 16, Other",,,,,,[snav_contact30] = '1',y,,,,,
snav_content_other30,short_navigation_form,,text,"If Other, please specify:",,,,,,,[snav_content30(16)] =  '1',y,,,,,
snav_notes30,short_navigation_form,,notes,Notes:,,,,,,,[snav_contact30] = '1',y,,,,,
snav_contact31,short_navigation_form,<h4>Contact #31:</h4> Complete for every contact or attempted contact with participant.,radio,Contact with Participant,"0, No | 1, Yes",,,,,,,y,,,,,@DEFAULT = '0'
snav_date31,short_navigation_form,,text,Date of contact.,,,date_mdy,,,,[snav_contact31] = '1',y,,,,,
snav_staff_initials31,short_navigation_form,,text,Staff Initials.,,,alpha_only,,,,[snav_contact31] = '1',y,,,,,
snav_dcontact31,short_navigation_form,,text,Duration of contact:,,minutes,integer,,,,[snav_contact31] = '1',y,,,,,
snav_tcontact31,short_navigation_form,,radio,Type of Contact:,"1, Attempt (no contact) | 2, left Voicemail | 3, Text | 4, Spoke on phone | 5, Email | 6, Letter | 7, In person - field site | 8, In person - off site | 9, Other",,,,,,[snav_contact31] = '1',y,,,,,
snav_tcontact_other31,short_navigation_form,,text,"If Other, please specify:",,,,,,,[snav_tcontact31] = '9',y,,,,,
snav_content31,short_navigation_form,,checkbox,Content.<br>(check all that apply),"1, Appt. rescheduling | 2, Appt. reminder | 3, Provide crisis intervention | 4, Provide general HIV education | 5, Provide info about HIV meds | 6, Provide psychoeducation | 7, Relationship building | 8, Refer/ make appt. for HIV medical care | 9, Refer/ make appt. for non-HIV medical care | 10, Refer/ make appt. for social services | 11, Refer/ make appt. for SU treatment | 12, Refer/ make appt. for MH treatment | 13, Refer/ make appt. for educational or employment opportunities | 14, Collateral contact | 15, Accompany client to appt. | 16, Other",,,,,,[snav_contact31] = '1',y,,,,,
snav_content_other31,short_navigation_form,,text,"If Other, please specify:",,,,,,,[snav_content31(16)] =  '1',y,,,,,
snav_notes31,short_navigation_form,,notes,Notes:,,,,,,,[snav_contact31] = '1',y,,,,,
snav_contact32,short_navigation_form,<h4>Contact #32:</h4> Complete for every contact or attempted contact with participant.,radio,Contact with Participant,"0, No | 1, Yes",,,,,,,y,,,,,@DEFAULT = '0'
snav_date32,short_navigation_form,,text,Date of contact.,,,date_mdy,,,,[snav_contact32] = '1',y,,,,,
snav_staff_initials32,short_navigation_form,,text,Staff Initials.,,,alpha_only,,,,[snav_contact32] = '1',y,,,,,
snav_dcontact32,short_navigation_form,,text,Duration of contact:,,minutes,integer,,,,[snav_contact32] = '1',y,,,,,
snav_tcontact32,short_navigation_form,,radio,Type of Contact:,"1, Attempt (no contact) | 2, left Voicemail | 3, Text | 4, Spoke on phone | 5, Email | 6, Letter | 7, In person - field site | 8, In person - off site | 9, Other",,,,,,[snav_contact32] = '1',y,,,,,
snav_tcontact_other32,short_navigation_form,,text,"If Other, please specify:",,,,,,,[snav_tcontact32] = '9',y,,,,,
snav_content32,short_navigation_form,,checkbox,Content.<br>(check all that apply),"1, Appt. rescheduling | 2, Appt. reminder | 3, Provide crisis intervention | 4, Provide general HIV education | 5, Provide info about HIV meds | 6, Provide psychoeducation | 7, Relationship building | 8, Refer/ make appt. for HIV medical care | 9, Refer/ make appt. for non-HIV medical care | 10, Refer/ make appt. for social services | 11, Refer/ make appt. for SU treatment | 12, Refer/ make appt. for MH treatment | 13, Refer/ make appt. for educational or employment opportunities | 14, Collateral contact | 15, Accompany client to appt. | 16, Other",,,,,,[snav_contact32] = '1',y,,,,,
snav_content_other32,short_navigation_form,,text,"If Other, please specify:",,,,,,,[snav_content32(16)] =  '1',y,,,,,
snav_notes32,short_navigation_form,,notes,Notes:,,,,,,,[snav_contact32] = '1',y,,,,,
snav_contact33,short_navigation_form,<h4>Contact #33:</h4> Complete for every contact or attempted contact with participant.,radio,Contact with Participant,"0, No | 1, Yes",,,,,,,y,,,,,@DEFAULT = '0'
snav_date33,short_navigation_form,,text,Date of contact.,,,date_mdy,,,,[snav_contact33] = '1',y,,,,,
snav_staff_initials33,short_navigation_form,,text,Staff Initials.,,,alpha_only,,,,[snav_contact33] = '1',y,,,,,
snav_dcontact33,short_navigation_form,,text,Duration of contact:,,minutes,integer,,,,[snav_contact33] = '1',y,,,,,
snav_tcontact33,short_navigation_form,,radio,Type of Contact:,"1, Attempt (no contact) | 2, left Voicemail | 3, Text | 4, Spoke on phone | 5, Email | 6, Letter | 7, In person - field site | 8, In person - off site | 9, Other",,,,,,[snav_contact33] = '1',y,,,,,
snav_tcontact_other33,short_navigation_form,,text,"If Other, please specify:",,,,,,,[snav_tcontact33] = '9',y,,,,,
snav_content33,short_navigation_form,,checkbox,Content.<br>(check all that apply),"1, Appt. rescheduling | 2, Appt. reminder | 3, Provide crisis intervention | 4, Provide general HIV education | 5, Provide info about HIV meds | 6, Provide psychoeducation | 7, Relationship building | 8, Refer/ make appt. for HIV medical care | 9, Refer/ make appt. for non-HIV medical care | 10, Refer/ make appt. for social services | 11, Refer/ make appt. for SU treatment | 12, Refer/ make appt. for MH treatment | 13, Refer/ make appt. for educational or employment opportunities | 14, Collateral contact | 15, Accompany client to appt. | 16, Other",,,,,,[snav_contact33] = '1',y,,,,,
snav_content_other33,short_navigation_form,,text,"If Other, please specify:",,,,,,,[snav_content33(16)] =  '1',y,,,,,
snav_notes33,short_navigation_form,,notes,Notes:,,,,,,,[snav_contact33] = '1',y,,,,,
snav_contact34,short_navigation_form,<h4>Contact #34:</h4> Complete for every contact or attempted contact with participant.,radio,Contact with Participant,"0, No | 1, Yes",,,,,,,y,,,,,@DEFAULT = '0'
snav_date34,short_navigation_form,,text,Date of contact.,,,date_mdy,,,,[snav_contact34] = '1',y,,,,,
snav_staff_initials34,short_navigation_form,,text,Staff Initials.,,,alpha_only,,,,[snav_contact34] = '1',y,,,,,
snav_dcontact34,short_navigation_form,,text,Duration of contact:,,minutes,integer,,,,[snav_contact34] = '1',y,,,,,
snav_tcontact34,short_navigation_form,,radio,Type of Contact:,"1, Attempt (no contact) | 2, left Voicemail | 3, Text | 4, Spoke on phone | 5, Email | 6, Letter | 7, In person - field site | 8, In person - off site | 9, Other",,,,,,[snav_contact34] = '1',y,,,,,
snav_tcontact_other34,short_navigation_form,,text,"If Other, please specify:",,,,,,,[snav_tcontact34] = '9',y,,,,,
snav_content34,short_navigation_form,,checkbox,Content.<br>(check all that apply),"1, Appt. rescheduling | 2, Appt. reminder | 3, Provide crisis intervention | 4, Provide general HIV education | 5, Provide info about HIV meds | 6, Provide psychoeducation | 7, Relationship building | 8, Refer/ make appt. for HIV medical care | 9, Refer/ make appt. for non-HIV medical care | 10, Refer/ make appt. for social services | 11, Refer/ make appt. for SU treatment | 12, Refer/ make appt. for MH treatment | 13, Refer/ make appt. for educational or employment opportunities | 14, Collateral contact | 15, Accompany client to appt. | 16, Other",,,,,,[snav_contact34] = '1',y,,,,,
snav_content_other34,short_navigation_form,,text,"If Other, please specify:",,,,,,,[snav_content34(16)] =  '1',y,,,,,
snav_notes34,short_navigation_form,,notes,Notes:,,,,,,,[snav_contact34] = '1',y,,,,,
snav_contact35,short_navigation_form,<h4>Contact #35:</h4> Complete for every contact or attempted contact with participant.,radio,Contact with Participant,"0, No | 1, Yes",,,,,,,y,,,,,@DEFAULT = '0'
snav_date35,short_navigation_form,,text,Date of contact.,,,date_mdy,,,,[snav_contact35] = '1',y,,,,,
snav_staff_initials35,short_navigation_form,,text,Staff Initials.,,,alpha_only,,,,[snav_contact35] = '1',y,,,,,
snav_dcontact35,short_navigation_form,,text,Duration of contact:,,minutes,integer,,,,[snav_contact35] = '1',y,,,,,
snav_tcontact35,short_navigation_form,,radio,Type of Contact:,"1, Attempt (no contact) | 2, left Voicemail | 3, Text | 4, Spoke on phone | 5, Email | 6, Letter | 7, In person - field site | 8, In person - off site | 9, Other",,,,,,[snav_contact35] = '1',y,,,,,
snav_tcontact_other35,short_navigation_form,,text,"If Other, please specify:",,,,,,,[snav_tcontact35] = '9',y,,,,,
snav_content35,short_navigation_form,,checkbox,Content.<br>(check all that apply),"1, Appt. rescheduling | 2, Appt. reminder | 3, Provide crisis intervention | 4, Provide general HIV education | 5, Provide info about HIV meds | 6, Provide psychoeducation | 7, Relationship building | 8, Refer/ make appt. for HIV medical care | 9, Refer/ make appt. for non-HIV medical care | 10, Refer/ make appt. for social services | 11, Refer/ make appt. for SU treatment | 12, Refer/ make appt. for MH treatment | 13, Refer/ make appt. for educational or employment opportunities | 14, Collateral contact | 15, Accompany client to appt. | 16, Other",,,,,,[snav_contact35] = '1',y,,,,,
snav_content_other35,short_navigation_form,,text,"If Other, please specify:",,,,,,,[snav_content35(16)] =  '1',y,,,,,
snav_notes35,short_navigation_form,,notes,Notes:,,,,,,,[snav_contact35] = '1',y,,,,,
snav_contact36,short_navigation_form,<h4>Contact #36:</h4> Complete for every contact or attempted contact with participant.,radio,Contact with Participant,"0, No | 1, Yes",,,,,,,y,,,,,@DEFAULT = '0'
snav_date36,short_navigation_form,,text,Date of contact.,,,date_mdy,,,,[snav_contact36] = '1',y,,,,,
snav_staff_initials36,short_navigation_form,,text,Staff Initials.,,,alpha_only,,,,[snav_contact36] = '1',y,,,,,
snav_dcontact36,short_navigation_form,,text,Duration of contact:,,minutes,integer,,,,[snav_contact36] = '1',y,,,,,
snav_tcontact36,short_navigation_form,,radio,Type of Contact:,"1, Attempt (no contact) | 2, left Voicemail | 3, Text | 4, Spoke on phone | 5, Email | 6, Letter | 7, In person - field site | 8, In person - off site | 9, Other",,,,,,[snav_contact36] = '1',y,,,,,
snav_tcontact_other36,short_navigation_form,,text,"If Other, please specify:",,,,,,,[snav_tcontact36] = '9',y,,,,,
snav_content36,short_navigation_form,,checkbox,Content.<br>(check all that apply),"1, Appt. rescheduling | 2, Appt. reminder | 3, Provide crisis intervention | 4, Provide general HIV education | 5, Provide info about HIV meds | 6, Provide psychoeducation | 7, Relationship building | 8, Refer/ make appt. for HIV medical care | 9, Refer/ make appt. for non-HIV medical care | 10, Refer/ make appt. for social services | 11, Refer/ make appt. for SU treatment | 12, Refer/ make appt. for MH treatment | 13, Refer/ make appt. for educational or employment opportunities | 14, Collateral contact | 15, Accompany client to appt. | 16, Other",,,,,,[snav_contact36] = '1',y,,,,,
snav_content_other36,short_navigation_form,,text,"If Other, please specify:",,,,,,,[snav_content36(16)] =  '1',y,,,,,
snav_notes36,short_navigation_form,,notes,Notes:,,,,,,,[snav_contact36] = '1',y,,,,,
snav_contact37,short_navigation_form,<h4>Contact #37:</h4> Complete for every contact or attempted contact with participant.,radio,Contact with Participant,"0, No | 1, Yes",,,,,,,y,,,,,@DEFAULT = '0'
snav_date37,short_navigation_form,,text,Date of contact.,,,date_mdy,,,,[snav_contact37] = '1',y,,,,,
snav_staff_initials37,short_navigation_form,,text,Staff Initials.,,,alpha_only,,,,[snav_contact37] = '1',y,,,,,
snav_dcontact37,short_navigation_form,,text,Duration of contact:,,minutes,integer,,,,[snav_contact37] = '1',y,,,,,
snav_tcontact37,short_navigation_form,,radio,Type of Contact:,"1, Attempt (no contact) | 2, left Voicemail | 3, Text | 4, Spoke on phone | 5, Email | 6, Letter | 7, In person - field site | 8, In person - off site | 9, Other",,,,,,[snav_contact37] = '1',y,,,,,
snav_tcontact_other37,short_navigation_form,,text,"If Other, please specify:",,,,,,,[snav_tcontact37] = '9',y,,,,,
snav_content37,short_navigation_form,,checkbox,Content.<br>(check all that apply),"1, Appt. rescheduling | 2, Appt. reminder | 3, Provide crisis intervention | 4, Provide general HIV education | 5, Provide info about HIV meds | 6, Provide psychoeducation | 7, Relationship building | 8, Refer/ make appt. for HIV medical care | 9, Refer/ make appt. for non-HIV medical care | 10, Refer/ make appt. for social services | 11, Refer/ make appt. for SU treatment | 12, Refer/ make appt. for MH treatment | 13, Refer/ make appt. for educational or employment opportunities | 14, Collateral contact | 15, Accompany client to appt. | 16, Other",,,,,,[snav_contact37] = '1',y,,,,,
snav_content_other37,short_navigation_form,,text,"If Other, please specify:",,,,,,,[snav_content37(16)] =  '1',y,,,,,
snav_notes37,short_navigation_form,,notes,Notes:,,,,,,,[snav_contact37] = '1',y,,,,,
snav_contact38,short_navigation_form,<h4>Contact #38:</h4> Complete for every contact or attempted contact with participant.,radio,Contact with Participant,"0, No | 1, Yes",,,,,,,y,,,,,@DEFAULT = '0'
snav_date38,short_navigation_form,,text,Date of contact.,,,date_mdy,,,,[snav_contact38] = '1',y,,,,,
snav_staff_initials38,short_navigation_form,,text,Staff Initials.,,,alpha_only,,,,[snav_contact38] = '1',y,,,,,
snav_dcontact38,short_navigation_form,,text,Duration of contact:,,minutes,integer,,,,[snav_contact38] = '1',y,,,,,
snav_tcontact38,short_navigation_form,,radio,Type of Contact:,"1, Attempt (no contact) | 2, left Voicemail | 3, Text | 4, Spoke on phone | 5, Email | 6, Letter | 7, In person - field site | 8, In person - off site | 9, Other",,,,,,[snav_contact38] = '1',y,,,,,
snav_tcontact_other38,short_navigation_form,,text,"If Other, please specify:",,,,,,,[snav_tcontact38] = '9',y,,,,,
snav_content38,short_navigation_form,,checkbox,Content.<br>(check all that apply),"1, Appt. rescheduling | 2, Appt. reminder | 3, Provide crisis intervention | 4, Provide general HIV education | 5, Provide info about HIV meds | 6, Provide psychoeducation | 7, Relationship building | 8, Refer/ make appt. for HIV medical care | 9, Refer/ make appt. for non-HIV medical care | 10, Refer/ make appt. for social services | 11, Refer/ make appt. for SU treatment | 12, Refer/ make appt. for MH treatment | 13, Refer/ make appt. for educational or employment opportunities | 14, Collateral contact | 15, Accompany client to appt. | 16, Other",,,,,,[snav_contact38] = '1',y,,,,,
snav_content_other38,short_navigation_form,,text,"If Other, please specify:",,,,,,,[snav_content38(16)] =  '1',y,,,,,
snav_notes38,short_navigation_form,,notes,Notes:,,,,,,,[snav_contact38] = '1',y,,,,,
snav_contact39,short_navigation_form,<h4>Contact #39:</h4> Complete for every contact or attempted contact with participant.,radio,Contact with Participant,"0, No | 1, Yes",,,,,,,y,,,,,@DEFAULT = '0'
snav_date39,short_navigation_form,,text,Date of contact.,,,date_mdy,,,,[snav_contact39] = '1',y,,,,,
snav_staff_initials39,short_navigation_form,,text,Staff Initials.,,,alpha_only,,,,[snav_contact39] = '1',y,,,,,
snav_dcontact39,short_navigation_form,,text,Duration of contact:,,minutes,integer,,,,[snav_contact39] = '1',y,,,,,
snav_tcontact39,short_navigation_form,,radio,Type of Contact:,"1, Attempt (no contact) | 2, left Voicemail | 3, Text | 4, Spoke on phone | 5, Email | 6, Letter | 7, In person - field site | 8, In person - off site | 9, Other",,,,,,[snav_contact39] = '1',y,,,,,
snav_tcontact_other39,short_navigation_form,,text,"If Other, please specify:",,,,,,,[snav_tcontact39] = '9',y,,,,,
snav_content39,short_navigation_form,,checkbox,Content.<br>(check all that apply),"1, Appt. rescheduling | 2, Appt. reminder | 3, Provide crisis intervention | 4, Provide general HIV education | 5, Provide info about HIV meds | 6, Provide psychoeducation | 7, Relationship building | 8, Refer/ make appt. for HIV medical care | 9, Refer/ make appt. for non-HIV medical care | 10, Refer/ make appt. for social services | 11, Refer/ make appt. for SU treatment | 12, Refer/ make appt. for MH treatment | 13, Refer/ make appt. for educational or employment opportunities | 14, Collateral contact | 15, Accompany client to appt. | 16, Other",,,,,,[snav_contact39] = '1',y,,,,,
snav_content_other39,short_navigation_form,,text,"If Other, please specify:",,,,,,,[snav_content39(16)] =  '1',y,,,,,
snav_notes39,short_navigation_form,,notes,Notes:,,,,,,,[snav_contact39] = '1',y,,,,,
snav_contact40,short_navigation_form,<h4>Contact #40:</h4> Complete for every contact or attempted contact with participant.,radio,Contact with Participant,"0, No | 1, Yes",,,,,,,y,,,,,@DEFAULT = '0'
snav_date40,short_navigation_form,,text,Date of contact.,,,date_mdy,,,,[snav_contact40] = '1',y,,,,,
snav_staff_initials40,short_navigation_form,,text,Staff Initials.,,,alpha_only,,,,[snav_contact40] = '1',y,,,,,
snav_dcontact40,short_navigation_form,,text,Duration of contact:,,minutes,integer,,,,[snav_contact40] = '1',y,,,,,
snav_tcontact40,short_navigation_form,,radio,Type of Contact:,"1, Attempt (no contact) | 2, left Voicemail | 3, Text | 4, Spoke on phone | 5, Email | 6, Letter | 7, In person - field site | 8, In person - off site | 9, Other",,,,,,[snav_contact40] = '1',y,,,,,
snav_tcontact_other40,short_navigation_form,,text,"If Other, please specify:",,,,,,,[snav_tcontact40] = '9',y,,,,,
snav_content40,short_navigation_form,,checkbox,Content.<br>(check all that apply),"1, Appt. rescheduling | 2, Appt. reminder | 3, Provide crisis intervention | 4, Provide general HIV education | 5, Provide info about HIV meds | 6, Provide psychoeducation | 7, Relationship building | 8, Refer/ make appt. for HIV medical care | 9, Refer/ make appt. for non-HIV medical care | 10, Refer/ make appt. for social services | 11, Refer/ make appt. for SU treatment | 12, Refer/ make appt. for MH treatment | 13, Refer/ make appt. for educational or employment opportunities | 14, Collateral contact | 15, Accompany client to appt. | 16, Other",,,,,,[snav_contact40] = '1',y,,,,,
snav_content_other40,short_navigation_form,,text,"If Other, please specify:",,,,,,,[snav_content40(16)] =  '1',y,,,,,
snav_notes40,short_navigation_form,,notes,Notes:,,,,,,,[snav_contact40] = '1',y,,,,,
snav_contact41,short_navigation_form,<h4>Contact #41:</h4> Complete for every contact or attempted contact with participant.,radio,Contact with Participant,"0, No | 1, Yes",,,,,,,y,,,,,@DEFAULT = '0'
snav_date41,short_navigation_form,,text,Date of contact.,,,date_mdy,,,,[snav_contact41] = '1',y,,,,,
snav_staff_initials41,short_navigation_form,,text,Staff Initials.,,,alpha_only,,,,[snav_contact41] = '1',y,,,,,
snav_dcontact41,short_navigation_form,,text,Duration of contact:,,minutes,integer,,,,[snav_contact41] = '1',y,,,,,
snav_tcontact41,short_navigation_form,,radio,Type of Contact:,"1, Attempt (no contact) | 2, left Voicemail | 3, Text | 4, Spoke on phone | 5, Email | 6, Letter | 7, In person - field site | 8, In person - off site | 9, Other",,,,,,[snav_contact41] = '1',y,,,,,
snav_tcontact_other41,short_navigation_form,,text,"If Other, please specify:",,,,,,,[snav_tcontact41] = '9',y,,,,,
snav_content41,short_navigation_form,,checkbox,Content.<br>(check all that apply),"1, Appt. rescheduling | 2, Appt. reminder | 3, Provide crisis intervention | 4, Provide general HIV education | 5, Provide info about HIV meds | 6, Provide psychoeducation | 7, Relationship building | 8, Refer/ make appt. for HIV medical care | 9, Refer/ make appt. for non-HIV medical care | 10, Refer/ make appt. for social services | 11, Refer/ make appt. for SU treatment | 12, Refer/ make appt. for MH treatment | 13, Refer/ make appt. for educational or employment opportunities | 14, Collateral contact | 15, Accompany client to appt. | 16, Other",,,,,,[snav_contact41] = '1',y,,,,,
snav_content_other41,short_navigation_form,,text,"If Other, please specify:",,,,,,,[snav_content41(16)] =  '1',y,,,,,
snav_notes41,short_navigation_form,,notes,Notes:,,,,,,,[snav_contact41] = '1',y,,,,,
snav_contact42,short_navigation_form,<h4>Contact #42:</h4> Complete for every contact or attempted contact with participant.,radio,Contact with Participant,"0, No | 1, Yes",,,,,,,y,,,,,@DEFAULT = '0'
snav_date42,short_navigation_form,,text,Date of contact.,,,date_mdy,,,,[snav_contact42] = '1',y,,,,,
snav_staff_initials42,short_navigation_form,,text,Staff Initials.,,,alpha_only,,,,[snav_contact42] = '1',y,,,,,
snav_dcontact42,short_navigation_form,,text,Duration of contact:,,minutes,integer,,,,[snav_contact42] = '1',y,,,,,
snav_tcontact42,short_navigation_form,,radio,Type of Contact:,"1, Attempt (no contact) | 2, left Voicemail | 3, Text | 4, Spoke on phone | 5, Email | 6, Letter | 7, In person - field site | 8, In person - off site | 9, Other",,,,,,[snav_contact42] = '1',y,,,,,
snav_tcontact_other42,short_navigation_form,,text,"If Other, please specify:",,,,,,,[snav_tcontact42] = '9',y,,,,,
snav_content42,short_navigation_form,,checkbox,Content.<br>(check all that apply),"1, Appt. rescheduling | 2, Appt. reminder | 3, Provide crisis intervention | 4, Provide general HIV education | 5, Provide info about HIV meds | 6, Provide psychoeducation | 7, Relationship building | 8, Refer/ make appt. for HIV medical care | 9, Refer/ make appt. for non-HIV medical care | 10, Refer/ make appt. for social services | 11, Refer/ make appt. for SU treatment | 12, Refer/ make appt. for MH treatment | 13, Refer/ make appt. for educational or employment opportunities | 14, Collateral contact | 15, Accompany client to appt. | 16, Other",,,,,,[snav_contact42] = '1',y,,,,,
snav_content_other42,short_navigation_form,,text,"If Other, please specify:",,,,,,,[snav_content42(16)] =  '1',y,,,,,
snav_notes42,short_navigation_form,,notes,Notes:,,,,,,,[snav_contact42] = '1',y,,,,,
snav_contact43,short_navigation_form,<h4>Contact #43:</h4> Complete for every contact or attempted contact with participant.,radio,Contact with Participant,"0, No | 1, Yes",,,,,,,y,,,,,@DEFAULT = '0'
snav_date43,short_navigation_form,,text,Date of contact.,,,date_mdy,,,,[snav_contact43] = '1',y,,,,,
snav_staff_initials43,short_navigation_form,,text,Staff Initials.,,,alpha_only,,,,[snav_contact43] = '1',y,,,,,
snav_dcontact43,short_navigation_form,,text,Duration of contact:,,minutes,integer,,,,[snav_contact43] = '1',y,,,,,
snav_tcontact43,short_navigation_form,,radio,Type of Contact:,"1, Attempt (no contact) | 2, left Voicemail | 3, Text | 4, Spoke on phone | 5, Email | 6, Letter | 7, In person - field site | 8, In person - off site | 9, Other",,,,,,[snav_contact43] = '1',y,,,,,
snav_tcontact_other43,short_navigation_form,,text,"If Other, please specify:",,,,,,,[snav_tcontact43] = '9',y,,,,,
snav_content43,short_navigation_form,,checkbox,Content.<br>(check all that apply),"1, Appt. rescheduling | 2, Appt. reminder | 3, Provide crisis intervention | 4, Provide general HIV education | 5, Provide info about HIV meds | 6, Provide psychoeducation | 7, Relationship building | 8, Refer/ make appt. for HIV medical care | 9, Refer/ make appt. for non-HIV medical care | 10, Refer/ make appt. for social services | 11, Refer/ make appt. for SU treatment | 12, Refer/ make appt. for MH treatment | 13, Refer/ make appt. for educational or employment opportunities | 14, Collateral contact | 15, Accompany client to appt. | 16, Other",,,,,,[snav_contact43] = '1',y,,,,,
snav_content_other43,short_navigation_form,,text,"If Other, please specify:",,,,,,,[snav_content43(16)] =  '1',y,,,,,
snav_notes43,short_navigation_form,,notes,Notes:,,,,,,,[snav_contact43] = '1',y,,,,,
snav_contact44,short_navigation_form,<h4>Contact #44:</h4> Complete for every contact or attempted contact with participant.,radio,Contact with Participant,"0, No | 1, Yes",,,,,,,y,,,,,@DEFAULT = '0'
snav_date44,short_navigation_form,,text,Date of contact.,,,date_mdy,,,,[snav_contact44] = '1',y,,,,,
snav_staff_initials44,short_navigation_form,,text,Staff Initials.,,,alpha_only,,,,[snav_contact44] = '1',y,,,,,
snav_dcontact44,short_navigation_form,,text,Duration of contact:,,minutes,integer,,,,[snav_contact44] = '1',y,,,,,
snav_tcontact44,short_navigation_form,,radio,Type of Contact:,"1, Attempt (no contact) | 2, left Voicemail | 3, Text | 4, Spoke on phone | 5, Email | 6, Letter | 7, In person - field site | 8, In person - off site | 9, Other",,,,,,[snav_contact44] = '1',y,,,,,
